Numero,Tempo_Sequencial,Tempo_5_Threads,Tempo_10_Threads
612778849,4121162,3688359,2675992
2102754385,4255189,4091557,5214093
1091855764,4101474,1600491,3507791
728669659,4146761,4196132,5329905
1808547573,5274276,3049250,7021900
330250729,4252772,5861390,4057417
1913098490,4997526,3607304,5936637
1515390827,4205145,3775805,4448405
2066577314,4053438,2890071,2958926
1990037110,4237580,2782830,4229400
1102088651,4175415,5073244,3660202
1994140873,4458685,4025266,8134643
1270223253,4226012,5101891,3273816
1078165,4224179,4145175,2456454
1506232906,4353677,4018616,4973751
1338603186,4084499,4178414,4228910
1830170389,4202810,4090834,4231360
1644015050,4113920,4018430,2364891
1868903800,4335871,3730088,7296999
2077752330,4284525,3874220,4623621
1301395835,4352506,4530772,2772880
1028987812,4343603,4911192,5234623
1292162697,4204391,3329556,7682156
1961183638,4188600,2923863,4183133
1712411610,4234950,4186536,4358965
1850503544,4323936,5251902,4191876
74822477,4404261,2652680,2375791
708115275,5389403,2920589,5579988
1611446248,5107916,3785382,9223157
473555154,4201027,3542149,5029797
419553194,4372513,3040047,3719563
76741449,4245098,4229357,5197433
428825892,4172114,3056707,4820555
1511408958,6361417,4836209,3155200
805411109,4249668,4986667,5758690
89889817,4191456,2135327,2427747
1841659688,4110213,3201868,4600867
571025951,4434296,4188880,3857267
1605280644,4125094,1868454,2101864
1760753354,4118907,1744374,3532986
413579413,4210287,2902001,4269662
559885647,4020158,1619698,2116154
1607410579,3960276,1480924,2426254
1683802667,4060883,5101267,5350868
560963812,4052643,3391001,2466167
966159837,4135854,1638713,2235114
874922205,4018496,4795661,4544704
243650553,4198239,3237180,2843722
462691239,3984154,1717054,1638868
596342358,3983902,2428440,4821604
173919235,4115616,3919262,4108818
1764087075,4009972,2416870,1987054
1625330170,4125419,2042859,4273773
1466081933,4180319,4249336,5845349
1577787065,4016863,1683375,2162985
1190258132,3936699,1596362,3445468
1169101829,3967615,5788415,4747591
1652609542,4058757,1650562,1755250
1898373407,3840256,1451345,2260045
633064429,3962177,3714820,3802437
2126164696,3996428,2553695,2309471
170442953,3855306,1697741,2412284
709805879,3858120,1996199,3883025
407506940,3955847,3772492,5667323
1681851912,4164350,1539753,2265168
1515216988,3909691,1758210,2131973
497396757,5194406,3553027,6797214
1376027952,3974825,5325829,5088269
2086242939,3956148,1911873,2150846
2102677401,4052376,1572387,2103275
989297658,3861507,4180499,4250662
352338704,4294985,2368205,2074359
515079400,3999190,3207133,2742570
449224589,3969619,4241230,3207427
2036141371,3951301,1544334,1968248
1076043212,3901506,4388926,5417724
1415384426,4076750,2574762,2049998
763579929,3860971,1881132,1834020
1319693765,3901914,1781807,2922903
1878075666,4068879,3185725,4022305
1359922287,3905281,2154215,5279876
1493613001,4217258,3569491,3812092
1494679093,3920411,1773118,1668538
837768809,3897474,1708411,3045763
812211286,4078881,4284915,5214331
924982510,3948332,1973915,2267632
2028026941,4002781,1799487,2036828
1981313115,4548036,4275693,3808283
430108404,3896903,2489494,2201177
1778916701,4115214,1662550,1747036
466893896,3938308,1746160,4534314
408789452,4085648,3793712,3786997
1949359654,4092682,4099015,4466715
1176699775,4085615,2937967,2508755
816296393,5369850,3758908,2965522
1483727918,4139746,2906851,3801246
544433115,4172616,4296967,4964239
1313693150,4052854,2983386,3707379
712272222,4248143,8008609,2902204
483192406,4187539,4162254,5277880
1268886904,4103486,1797627,6445596
1701569880,4488823,5268683,3059185
835531111,4421962,5341700,4735853
1783966304,4644791,5355584,6893062
3310821,4432277,6060428,5023406
724188834,4174522,2385506,3424881
712525869,4493769,7130752,6158774
1418695248,6282387,4683081,4444083
1487768763,5026061,3029975,4991093
2032219634,4664328,4685332,4974984
1149287266,4705238,2560114,4423344
700207402,4768718,6126872,4574598
1378348987,4317807,4022800,7492183
496482711,4317450,7189003,4886981
1537976211,4483908,4746761,10520108
43076625,4366472,4722742,5041202
1421465221,4426694,4469501,5073772
1418519505,4441605,5918388,10484095
2024389740,4356791,6010427,3602753
1851573625,4516516,4239932,10666085
1049952558,5510655,2183749,3581783
343799989,7159574,6186728,2460588
112879429,4397759,7388602,3800378
851828564,4511295,2199009,2537800
1520499764,4337023,1790340,2449655
929175822,4863840,5360068,5099734
188072835,4230310,1675355,2137111
2064932880,4234853,1840360,2188194
95385325,4465949,4274251,4668497
900345057,4428266,3128935,5135869
400641638,4870980,12240666,29353615
1364272229,8771226,10725724,2838637
454431290,4299598,8913435,7056818
1236172749,5147700,5833690,3199626
1000754885,4369777,4485695,4733973
457742111,4278208,2882781,2581430
1960361584,4256203,1794528,2505065
1713280754,4275027,3504991,4780184
1876437359,4472571,3713325,4755733
1300646699,4562105,1879051,3107899
1598016741,4295565,3329300,4461486
878240977,4273051,3820361,2880860
2000854102,4279359,1805072,2246504
828882080,4132019,4113803,4628503
1374723688,4204554,3398890,4249151
1391346665,4570198,4472159,4030668
871958706,4405251,1868475,2485559
648705261,4130693,1700937,2221366
662382522,4226333,2878241,6638307
748864798,4282360,3067600,2577198
352795238,4236812,1860089,2007726
1712335080,4292305,3829894,4276446
1092664787,4305165,2541960,2734768
465674668,4110817,1802808,2270291
416679997,4189430,4069092,4714686
465680904,4166405,4837809,2072126
1394850490,4023864,1507515,2330303
604752832,3999063,3140721,7137877
383130136,4240192,1712213,3150649
1490235815,6237368,4908124,4529627
1505097889,4169744,1769953,2490775
783771774,4127431,1714937,2845204
707024396,4301099,4023522,5402370
1959529179,4072983,1616694,2383425
2019944524,4105708,1756542,1850339
1707779282,4153601,4545164,4965320
269787643,4251639,1826893,5557954
1832822460,4259602,2972040,3360373
1273576388,4129011,2163565,2254677
2146225002,4025774,1770790,3529312
985985511,4310599,4176752,5090255
724109481,4071937,1885750,2737216
876982332,4025947,1851710,2975582
839355965,4257079,3836928,4522070
1552991562,4160688,2134255,1986554
104222372,4055960,1839350,1906148
83218983,4051798,3978518,4419259
277466620,4199122,4439257,3284542
752927634,4035204,1553515,2115048
745601505,4025408,3107769,4158503
1026331418,6740381,2598039,3683354
1105722872,4148569,4462337,4334306
310452938,4103519,1763823,2136349
2118996206,4066182,1794673,2013351
1571397540,4173862,4453800,4787282
727132935,4185035,2077805,2110064
437193462,4109176,1786557,1928392
818764383,4045830,3519621,3469843
1331885767,4215251,4971296,3295822
820323598,4593398,6343765,4117980
161516550,4035258,1632870,2420904
689500008,4060529,1877130,2934770
1604095372,4191141,4617293,4495563
868540947,4105073,1899650,2199362
501545540,4060969,1891677,2671164
1476556248,4146936,8142631,6206519
428836581,4050949,1960692,2106370
771333183,4071424,2015785,2138945
1161895060,4118596,8189062,3971465
1702412969,4046124,2508899,2017974
770074537,4063501,2063944,3217292
396924,4208440,4225410,6920897
279038803,4199425,3696569,4110434
1647056869,4302086,2345939,5719560
839752889,4284350,4399010,3534177
1832030365,4145509,1615353,2317119
1751279242,4098325,3836195,5037589
922971872,4337785,3289385,3920401
2109496985,4122143,1726784,1848668
356723228,4088934,1844262,3758294
1668573378,4326692,3752312,4963645
988344755,4099313,1952746,2443247
1462446100,4144858,1712873,3257538
1979026316,4277788,3506148,4291832
959857313,4272051,1984907,3602073
886359993,4272983,2649681,4222569
558675603,4410328,2218547,2000526
1397050775,4117844,2033679,8878126
1705124376,4383817,3408175,3240632
1890561370,6359984,5098643,3086922
69890725,4182401,2109795,2491703
1866640926,4118402,1777278,4229441
432577730,4191838,5829025,4847713
1673986098,4172586,2054009,2057648
587698225,4133023,3200708,6136791
934123270,4387169,4076039,3147203
1003058698,4141598,2179622,2366765
1016534806,4141336,2503404,7355296
1705456453,4338980,2299962,3361601
17470111,4250939,4564870,5030807
571464128,4141160,1860543,2268773
328047343,4116731,1618821,2265501
17867035,4311565,6984545,3697373
850502931,4229846,2006251,1837805
1975104212,4350523,1569631,2094930
857619924,4315225,3710743,3768140
535049648,4227423,6035528,2520829
1578899806,4280291,1755390,2668046
1780591797,4284177,3533368,4813852
497062985,4229706,1859271,3654270
1935623034,4283846,4391637,4978940
1301681527,4146992,1773012,2222058
1485407740,4120356,1924700,3376237
1250585487,4288035,4177996,3800794
1133224195,4246500,3559966,4673760
297781406,4508471,3328804,2632732
2136945480,4275480,1900045,2572010
1691899798,4195044,5874804,5182314
1694832181,4224761,1872498,5522137
1694586208,4903666,3328465,4708612
1434977520,4252704,1923740,2035640
1764722907,4141928,3354368,4802412
1413743486,4219881,3923599,3127137
1867555250,4138586,1850171,2307188
1291225357,4141920,1658133,4396713
2001441712,4506059,5639497,2267909
654194873,4334341,4205590,6978840
146800407,4355286,1678506,2355368
870492870,4138571,1867598,1942985
212167678,4302110,6306613,5442543
164270518,4244998,4715599,5305174
1441956998,4422672,2229042,4859025
540215021,4437124,4480341,3092921
182137553,4263517,3963744,8938023
144976281,4404122,1721287,2238283
367835586,4202841,5518268,4655899
1039757478,4339286,3760926,3495714
680025929,4153262,1859289,1860909
1946735392,4165892,3941473,5311352
672865627,4509354,2092857,2316859
1177088914,4187062,1828705,2564191
1734874779,4140205,1790035,5295416
1974547154,4214852,4345437,3977042
515013007,4203436,1932863,2120243
837976618,4187075,2137172,4854208
960287701,4239397,3378932,3392114
812794413,4302292,5223550,3222028
827438450,4424715,1880668,4038886
504703851,4422713,4890427,3604053
360142946,4363476,3953484,3902243
374541010,4280533,4454638,3324444
1939681371,4291368,4481763,5993502
2124865853,4334894,3477480,4190307
1788284496,4331155,2900595,5003262
1659752973,4343057,4595679,4210619
1268607562,5516268,3958562,4792810
1642242560,4348878,2884553,4970261
166464198,4861274,4132154,7800747
1415407970,4716343,1976662,5417228
365251783,4724467,4995571,7924032
378631877,7566853,2117409,3291956
1579678488,4488554,4566462,3959033
1807208781,4583663,4361432,5901312
918846898,4380239,2370839,6141993
1761816042,4550109,9661463,3138388
1952185063,4778678,10211192,5349525
1286682484,4607833,4168376,5979589
654089872,4676698,2690661,3962178
484727344,4828659,4981675,6444062
1085934229,4605296,6503544,4860837
1326955499,4609376,3546030,3894886
1661816259,4721540,5323647,6159694
673325360,4539863,3544656,7207957
1154019005,4758334,3289190,7624933
29345618,4545996,5123147,3566064
1511301978,4596819,4419627,5343135
2114306706,4629226,2023857,3392991
842140031,4624862,3984636,4246882
191256780,4646965,3266391,5436449
471526909,4711414,4587269,4154696
1202282977,4966956,3601023,4937485
565797790,4592735,3224789,7909146
263724632,5734477,2437884,6241000
1179665183,5461945,4061218,2621105
206598638,4659311,4406359,8785267
1923477605,4499238,1993394,2433573
300789097,4515578,1669963,3877951
1848841199,4598089,3924334,5425644
2089941804,4482606,4184176,5325459
1716197067,4668469,1803334,2256816
66609334,4435451,1848688,2405371
321090033,4446932,4590291,6869465
1148391908,4679872,2257895,3193103
1873818115,4364865,2069738,2622179
1239936931,4518862,5753818,4802716
762724302,4591470,2031887,2211133
1678519530,4368013,1784327,2152241
379135768,4505886,5880036,6882568
1416814174,4428763,1985521,2417178
15763227,4359269,1724767,3067584
1465069997,4357320,5082718,4972326
596286025,4272422,1816017,2117614
1677579486,4278846,1780808,2210406
2138395357,4410304,5157466,3593540
1750305030,4379414,2055243,2445345
1706925104,4317103,1815944,2665650
1502213687,4313804,3399097,4086502
1717128088,4413351,2964105,3421752
401581487,4665919,4532418,4051498
1693470467,4575073,3137377,5370659
41171349,4534254,2515241,4366087
1603864464,4507984,5883506,2873356
111784609,4709087,5906368,6062622
304895981,4539086,4894338,8854530
636045999,4518107,4134145,10873329
318383247,4575823,3814067,5102053
80889938,4699486,2541190,3393778
936835097,4592019,4012814,5613831
19740798,4600594,6096351,6755984
23348094,4734878,2347508,4860534
505548516,4484315,4694682,6026373
86350132,4538849,4054357,4427542
344438127,4713597,2221019,4285435
1653940424,5416549,3851089,4376369
1960168248,4545499,3951474,7778410
1584375059,5325273,3072783,5063513
269181078,4600250,4927261,6752733
1491204130,5564819,3343217,6059682
1963510827,4701103,3180484,3768439
1685995252,4537870,1788287,2677619
1506967357,4527530,3985947,5756825
1281097176,4584319,2521058,3290849
134797629,4459009,1723772,3644928
1037063195,4530861,3655560,4994942
1272008885,4483917,2220736,2199763
1885102659,4405303,2001555,2429051
596504651,4485710,4473158,9221273
626738924,4409267,1763133,2401181
1454747099,4392576,1744407,2397395
998086138,4423258,4333600,3429343
172725743,4374123,2380263,2193588
1495918448,4266519,1959266,1912225
454466955,4296065,5292700,4906191
284510352,4509002,1665229,4028894
1800814429,4772208,4011072,4269866
1090512954,4942774,2305075,2440092
602893599,4410424,2025713,7125224
1881704368,4499520,4569438,2798381
2027348051,4270544,1792918,2516919
622634398,4269791,2020841,4725151
1905052462,4405534,5330034,3197348
385412920,4697652,3538350,6029878
708984530,4391434,1813221,2123786
102006942,4254907,1929131,2887124
2039353344,4482172,3626461,4592407
521669130,4973987,3108871,3396187
1686382001,4364743,1898392,3104885
161050775,4405389,4177298,4401803
2012873261,4462119,1822412,2873680
1502409180,4422165,1817712,2106692
1847046027,4436272,4730713,4483981
1372356970,6806506,2323922,2059277
636022708,4270760,1775211,2986895
1981843657,4444069,4359788,4628521
261936518,4388929,5895630,7816459
1908031593,4548746,2007946,3395790
1719462668,4367487,1870013,1923290
858441169,4437799,3803540,4799516
387286869,4363942,2444671,2433445
1026726120,4306060,1813367,1976179
1856527308,4443056,5777187,4105600
560012612,5347082,2428480,2411507
375160920,4544679,1702112,2485370
163510615,4408668,4680924,4299922
844522964,4517486,1805680,2547362
28491702,4343390,1801150,2693489
1254023569,4312433,4048319,9121199
1447416563,4334298,5150452,5598232
1910196070,4510200,4408294,3345442
1133887973,4464754,4942836,7770308
2070050961,4491827,7585572,6137347
1667764884,4396246,4839801,7812313
1519300893,4653734,3984610,4672379
631551844,4779910,4906305,2697681
1769771826,4972332,5405111,6994452
1411170589,4589756,4330496,9714533
1153220974,4725687,5167642,4687782
1308670179,5814751,4072999,8438686
1572221364,4573824,3631226,3332933
1018610587,4662935,5844925,5500204
663595711,4584871,5924266,7982694
1271783744,4642815,4388141,5294564
243483910,5175331,4907965,5114215
1299618419,4723853,2361541,5629383
1106143753,4768004,5184996,5697257
505420428,4708802,4941470,5677153
1060166364,5009973,2389861,3191145
678122773,4849126,5414771,4163453
1363861597,4856108,2140691,8680576
1447453233,4711425,4643999,3473434
1704848893,4961040,5877774,4250988
1072905257,5320860,6709268,7323978
2007465845,4754869,4808783,5311243
2080009814,4778743,3229117,3518757
1236415872,6953779,6568927,3763556
704505161,4794480,6373591,4928107
2108501516,4785781,2747915,7486176
342955794,5052757,4603729,4248004
4438077,5508770,4721725,4733482
1871213938,5957327,7579515,5722967
1476843767,4740204,4372025,9747177
2074489038,4914761,3261625,8675470
1391495174,4880324,4704343,9917261
848661012,4707811,6443074,9860998
558557234,4774430,3654610,7698655
1013783353,5010310,2487820,3915583
112347953,4830058,5054641,5201238
1711778209,4829246,6839465,5423499
174969884,4722563,3675404,4100643
1684569318,4995282,4572953,5494747
582905148,5212829,16241132,29827999
838565596,8668146,6482793,8927260
808869414,5357649,5557057,4291997
826389058,4709180,3514757,4442774
2138184015,4793159,6067869,3842922
1915013167,4929740,4208068,5696460
1331809486,5199395,2204281,2565794
1050866732,6833529,7819049,5387315
445652292,4801590,3350616,3714722
548187436,4874525,5188819,5217622
350836317,5211924,4557059,4690506
3017538,5070854,2449917,4134430
1621092693,4783290,4067143,7907854
210818515,4761598,5482754,5739234
2083027352,5128293,2337112,5027157
710024918,4899015,5343136,4731801
915323676,4839968,5750774,5035049
2044045220,4684579,4368573,5292907
1052980712,4819478,4899937,3141734
919761753,4805239,9027327,5241825
1767775510,4859495,8446636,4373633
382340831,4910049,3258262,4763988
846767144,4765010,5701317,3427339
1011787036,5042104,4668656,4766994
1231001843,4916815,4383143,10855597
1405324378,4964046,3849685,5625109
2025570389,4930396,4101476,4470999
1343349796,4996438,6529486,5310887
969618939,5022853,3647068,6815416
53056626,5194687,3210136,4420319
880435466,7447230,6421416,4199443
1552524088,5021202,4740426,6558563
891622222,4820620,2657418,5757855
1689304880,4670815,7839871,3410972
231429498,5770665,4643966,4063606
882322589,4660749,4392041,4492433
1456834399,4856819,3020963,3715841
1563238985,5129787,7136601,4266770
1933189321,4877198,4768840,4723361
1902486692,4905004,3475839,5649212
2111426421,4788183,6638620,5051620
136541991,4855805,6202742,3937116
1905504230,4775495,4972257,12860099
1585035466,4722377,2095860,4390917
347360506,4951320,5940161,6741196
1841047934,4815968,3548502,3276155
147576736,5002938,2252847,3849242
1262684182,5081152,7311511,5058504
1737609506,4991853,2033909,2967693
1200557448,6978453,5937470,5887118
34962288,5209439,3944522,2631010
1357901368,4895332,9130972,6941126
1582898279,5095463,6402390,3666860
881729432,4852838,5291943,5824965
222204756,4953273,2537673,2372036
666416474,4729094,1947504,4702051
139570162,4873927,5154974,4482865
100291498,4718791,2129215,2466773
2009766271,4645926,1971087,5534005
1109189102,4706355,4675694,3914925
153348124,4673742,2185331,2968506
742718089,4636833,4998768,6115844
514229542,4751289,2087022,3666859
1044970346,4568592,2015696,2431497
284539322,5812826,5242477,5136068
745659040,5371349,1899577,2529926
1927292935,4568189,1895396,2189534
1741373721,4873921,4004883,3479267
161414377,4710720,2975034,2450451
1712998609,4584925,2165412,2922989
1496376765,4643731,6147317,5186189
125357150,4491508,2240446,2399196
1849540600,4419631,1972845,2840414
1254397347,4574566,4493369,4900251
1710392617,4965861,2447116,8202306
49417458,4949906,5340346,2804989
947961633,4627719,1808973,5955543
1857969353,4786413,3817878,3140697
1312101640,4938861,5235034,5868654
538087491,4732432,2190628,2488144
911043154,4530189,1910055,5497051
1347063928,4614062,4348398,3676204
1895988859,4804147,5137238,4727245
346457785,4609741,4473247,5479581
81309712,7736482,2457229,3763242
2118193616,4976107,4594614,4845773
1012874260,4777483,5872707,7714790
220879875,4929560,4781138,6243332
71001466,4991236,3626043,5281149
875156883,4862777,6447906,3567521
1330068977,5051193,5296406,5746839
224349590,4742894,1859104,2195897
1617874972,4880237,6180116,3957395
1844298519,4817995,2411840,2662554
1269319936,4676322,1840686,2703837
1902414294,5186272,3439220,5968675
442473911,4754960,3865011,2523409
1049129223,4666098,1940841,3684280
1496304368,5160287,2873652,5041348
603888289,4747222,2162233,2341420
614644184,4553511,1701798,2395641
845197485,4670034,4876509,5245040
729245439,4611652,1851759,2496750
316701136,4541032,1801734,2300402
2099594833,4673243,5413072,4910428
292154408,4627444,2358672,2754118
366118594,4536360,1939397,2355255
900072818,4971872,4898049,8885221
2640114,4753205,2186220,2223026
1678220235,4530717,4224903,7857932
1438160310,4623333,3328065,4707174
913683268,4717063,3430906,3869866
877800515,4546637,1759487,2269322
1186665521,4615494,5614827,5331991
1260141053,4745130,2402494,4656657
959110228,4640744,4965127,3208012
1157375489,4547999,1871559,2321932
125531665,4515671,3309304,4425805
1179990103,4645908,4206213,4978687
1228376955,4598657,2028073,2436327
1000688548,4672729,5287773,4757059
362575432,4623923,3670241,2998353
1452726545,4540078,1647404,1989622
471079873,4746502,3602794,5599046
59390303,4637980,4431644,5118384
574562833,4549101,3457286,2797196
226010519,4547033,1960511,2533271
501864214,4603387,4209590,6223685
1623692057,4688493,3484130,3181622
1722314887,4528846,1752808,2225069
1105752503,4702099,7353499,5907471
90852593,4644598,4849823,5869078
420028725,4628026,2806923,2545772
1834997943,4538196,1722064,2231421
407553730,4628546,4790838,4124905
372139910,5013559,2161593,3126509
2127152351,4539218,1739826,2677511
773672324,4715235,5239565,4693207
1272212728,4717571,5286600,4682474
2129792465,4889808,2181522,2538350
304408911,4580069,2025585,2273850
562889390,4695712,6914647,4606559
895992085,4616661,2110807,2505534
1182209427,4575699,2087694,2931570
1749554912,4654548,4488164,5012523
8649491,4602592,2121296,2271091
2141319655,4552800,1860344,2201039
759446753,4734012,4241465,6814442
134181156,4672512,4711721,5131736
1173826110,4719026,2498672,3220440
1987823709,4523235,1792040,3166306
1134869705,4719525,4696598,5858204
1536401542,4612621,2543285,2988060
1293066606,4529630,1986561,2883872
1605949578,4582974,4256205,5723584
1595791845,4563661,2156000,2257323
1867629440,4435325,1783249,2690087
1831960097,4566500,4220769,5899606
2097656059,4710991,1946848,2126086
1343837849,4398405,1739864,2390817
1406791337,4578435,6198668,2807723
1055924915,4420582,5779719,5523783
1434690442,4642088,2603667,3621300
1826820062,4543267,1800023,2899226
743439210,4555445,10225832,3780197
1842244172,4811765,4569060,4666631
51476324,4715232,3431971,5401902
723107913,4709677,2730016,2826536
468432849,4530546,2039915,2617818
1323689052,4711953,3972859,4169696
705416731,4915307,2812396,5246144
772841760,7776198,3972630,3237151
1886578443,4537782,1684089,2077192
1601408816,4726985,3794274,4825994
1955051187,4946655,2083583,2835297
1488649707,4549461,2285275,2202185
1610058307,4678747,4460351,5082149
1948887194,4655753,2274160,3165195
100612812,4550246,2429305,2618745
1744239464,4723118,7830500,4100458
975229656,4808059,7531319,7442388
2088436521,4746311,1971777,2444514
731625521,4522751,4155364,4468033
364147550,4783951,3694788,2735386
1234019480,4576684,1714447,2325618
190091451,4526204,2104356,5840366
1959939395,5001681,3897564,4930939
954165272,4586711,4780376,4900703
2022051548,6002256,5028475,5868638
1910111807,4668895,4994204,7073593
150519473,4563488,2217538,4477273
1281359237,4561698,6234914,4469021
818553074,6310983,5658807,4406956
1585209915,5192174,3927644,5089880
960695651,4911643,5791686,7075772
1561992284,4963958,5268049,7189621
1279970440,4827845,3545910,5413001
1012171975,4892930,4857559,3253057
137616549,4848943,4941187,6423818
1748403289,5616120,6269379,7894825
188377380,4803792,5465942,5891541
843033280,4847955,2388731,4049110
373761401,5001286,6507211,3374353
2074955823,4857610,3930933,4542456
296958449,4926221,2138100,4821561
181328941,4861501,6716503,5521093
1416121882,4869199,5031343,7010538
1907016756,5034259,6505236,5394069
2130216135,5081382,6459674,5216226
1516734694,5064892,3426013,7245089
1503772572,6252543,3708501,4932344
957962144,4933106,5118278,5180432
1457687568,5218514,5527922,5251532
87914445,5054818,2774265,5118821
1322109694,5019229,4377378,5208511
544223400,4904546,5088219,5496570
278005896,5239639,4132906,7409194
1134565442,5322503,3714127,4929797
1498388672,5034956,5244679,4204598
152573797,6286178,4839502,7458643
897193601,4968490,2424823,2123768
1648908145,4705316,2123356,4128951
1433933034,5050252,3775124,5460064
1715746675,4887217,2481177,2868222
1086634412,4772781,3703940,4698371
247145038,7245889,3526881,2809971
1130255311,4747127,2075691,2297172
219121204,4952906,8791426,6118429
1259317013,4905722,2390192,2796597
1267871860,4632686,2273067,7014436
1967524493,4964855,4156182,2877959
1447694393,4614864,2058790,2807384
2110905141,4690503,6718506,5517423
193802247,4804253,4172322,3033662
1375166568,4637229,1828550,2551247
260379942,5629696,4369446,4903697
375131188,4776114,2329766,2612789
643804802,4590668,1872151,4937985
19913050,4838746,6621885,3143956
357863675,4637885,1824674,2104347
13055849,4630606,3797585,10931362
1523685623,5230986,4186599,5052626
1315825819,4674299,3211456,3113311
1470743417,4599767,2041751,2065756
1611600068,4740943,4525279,7123185
490451866,4667805,2183453,2788918
2014966817,4639957,1817815,2405720
1889605965,4925168,5700641,5636301
1625017308,4682907,1893633,2193445
1365871841,4632662,2218750,3240237
2042179762,5243662,4471888,5739757
374727261,4691332,1893024,2892455
867296338,4617165,3760534,5095355
1328629148,4957123,4478680,2704651
2090473936,4688657,2024830,2702630
1953930750,4607222,5741550,4544420
1575774186,4570357,2304749,2488864
1073245599,4648835,1797092,2426888
25568307,4584144,5001741,6957321
687607552,4593359,2849111,3227378
193633811,4496612,2036005,2801561
1993092800,4694459,3682486,4394565
2135301945,4607188,2646631,2988599
157055304,4490049,1844593,2657459
39411399,4682408,4774014,8127488
1362984866,4545681,2129460,2154295
417435246,4465347,1858220,3011165
414542587,5033909,4358660,5712546
2006789668,4513695,2174983,2566138
437348297,4470811,1771066,3380631
772406263,4929608,4479165,5140099
2019845517,4506348,1759107,2556514
1961033920,4478255,1807237,2210728
2088232082,4719042,3907840,5447954
1343105286,4604175,2045907,2450226
1425150340,4483969,2047247,3131701
431200300,4737627,3622917,4396860
1210588455,4800417,3335138,2799755
1167272657,4486559,1923891,3123382
2056217608,5408468,4647180,3327271
428976648,4709348,2811058,2422238
1061968771,4488673,2440120,2491631
283461221,4682183,5743164,4942184
1296272986,4653256,5227846,4705928
243114272,4785796,3405686,2718192
226451509,4624863,1907523,3150258
1102720089,4627590,4620861,5286319
1818888458,4774762,2138723,2294548
1299697108,4633029,2136057,3493245
1128288396,4651890,4577895,5149321
359012362,5505960,3657220,5021134
1493330920,4840672,2367116,2504764
973897548,4623679,1925691,2608846
346830660,4890818,3524784,5474355
1650386224,4912593,2457992,2584380
1013308948,4632378,1844100,3277374
1709815526,5887161,5083893,4607404
2067821471,4861214,2134574,2320378
1427851535,4644180,1804570,4501036
1569121546,4719865,4347694,2713677
357686120,5627323,4609929,4890141
52774150,4738136,2580369,2426482
1441483416,4633977,1866533,2437765
171236392,4843268,3791197,5314573
2141006233,4749927,2478772,2648625
637105054,4659469,2073882,2680712
1596386732,4875844,3812683,6717791
424722885,5173626,6166831,10066324
1847693510,5253477,17657503,23787542
616175742,5152800,2898850,2406594
333456846,5063627,5291224,10249283
129186510,4810572,3638914,5237098
1678144513,4893689,2360775,2476644
616918067,4825618,1935056,2283112
1425459497,6089818,5799033,4411876
1921258785,4736463,6063909,8360176
843369577,4839153,1948316,2944043
380695938,4683312,2052514,4610119
1592663596,5425841,5379557,3422467
2143066685,4827880,6418791,3997785
1508984334,4676577,1837617,2733646
1951675958,4672721,3153261,5839255
1488913957,4916515,3259512,4157440
335398234,4676701,1937382,2015587
151022970,4788249,4543664,5486270
991816534,4796208,4648993,2767905
1348707182,4678568,2005641,1949252
1860838496,4829260,5710703,4985037
912154357,4928607,2118963,2304739
629075070,4664619,2019043,2194170
1282476395,4903489,4565701,3888139
1269840477,7750473,2538326,3326655
681849220,4656006,3054409,6216716
576476163,4826299,4755286,3783758
1441076869,4841416,5190982,3975575
675371805,4831042,4973793,8780769
1213581217,5591811,4718804,6680822
889979953,4775235,5348139,8654255
1100094691,5056316,5954142,6714544
913791079,5025817,3774540,2827734
1506155695,5063712,5235117,5964837
1433551537,5343053,4910261,10819522
1042977590,8041586,6921631,4803192
1036816561,5026598,5395273,5355778
2050469604,4935698,4526363,5949242
320953439,5033093,4118697,3829282
810591698,5059241,4198718,5379945
746355533,5000147,6024658,5341264
701649377,4993395,2039958,8598141
255771646,5084492,2919052,9342000
741938571,5257981,2875150,5020307
63150063,5779805,8019832,2847532
59963957,5228381,7380064,6320657
83368880,5298257,5594621,4507736
398548297,5461931,4912072,4725814
210986927,5149183,3700912,3864592
1075185414,5255703,5741655,5030109
1747255480,5137615,2142087,7410078
2071825424,5180395,5339613,3898067
1987339771,5298285,5467780,6242721
228846902,5271099,5602224,6140405
1206818171,6648088,4892561,6444936
1109696600,5205455,6562270,6020978
910696122,5243764,4473475,5213040
1783294334,5202516,2406221,5008766
403289821,5074305,5045657,5744229
1586067928,6073476,5564259,5179001
849391903,5178134,4337191,5161715
1293269775,5403106,2885284,3210273
538678971,5095086,5141660,5324424
1763182983,5022839,2203973,2384355
651941822,4903390,1955287,4007918
1972230508,5064740,4347769,5090371
658676925,5083142,1933558,2807373
1688758383,4932070,3199865,5989569
1875216464,5212932,3319861,3398550
979630364,4894915,1948934,2980562
351866434,5010765,5876954,5445345
474088350,4907919,4622404,3044397
1681279741,4847744,3368083,7252003
607638080,4987650,3347628,4789483
1216026921,4828952,1839663,2471424
1744429804,4839821,7012840,5625054
667602037,5056084,5042484,4424443
1299395801,5246093,2463407,3611457
2142978101,4877384,2087057,4083209
878588965,4999098,3747746,5270195
227097568,4976179,4963659,5363234
1742749933,5212693,2265704,2650790
802930741,4844044,2037940,5006830
66953691,5184252,5933615,3137296
1971596835,5840396,4432654,6284740
2009748912,4839823,2109764,2548890
1176650292,4842282,4037540,6608558
